Year,Candidate_ID,Name,State,Category,Prelims_Score,Mains_Score,Interview_Score,Final_Score,AIR (All India Rank),Category_Rank,State_Rank,Selection_Status,Service_Allotted
2016,UPSC881413,Candidate_8605,Karnataka,General,74,783,267,1124,9976,2342,496,Yes,IPS
2016,UPSC244785,Candidate_6801,Delhi,EWS,88,426,97,611,2965,2682,433,No,None
2019,UPSC915285,Candidate_6291,West Bengal,SC,76,722,161,959,8239,4600,103,Yes,IPS
2019,UPSC683660,Candidate_7841,Karnataka,General,56,514,245,815,19087,2095,273,Yes,IFS
2016,UPSC486893,Candidate_9793,Tamil Nadu,OBC,92,330,133,555,674,4325,34,No,None
2019,UPSC526454,Candidate_4454,Karnataka,General,73,529,216,818,3647,4600,58,Yes,IAS
2022,UPSC774103,Candidate_7004,Delhi,OBC,198,318,71,587,10595,2177,457,No,None
2023,UPSC262179,Candidate_6433,Maharashtra,ST,117,544,190,851,3157,3755,241,Yes,IFS
2018,UPSC184169,Candidate_5953,Uttar Pradesh,OBC,140,566,117,823,8624,3487,138,Yes,IRS
2024,UPSC924373,Candidate_5593,Delhi,EWS,150,657,233,1040,14419,1989,278,Yes,IAS
2018,UPSC449696,Candidate_9755,Maharashtra,OBC,69,571,121,761,12537,2622,107,Yes,IRS
2018,UPSC956717,Candidate_1755,West Bengal,ST,148,718,249,1115,5929,1518,140,Yes,IPS
2016,UPSC865986,Candidate_5590,Tamil Nadu,OBC,122,317,213,652,9142,4554,112,No,None
2015,UPSC769787,Candidate_8107,West Bengal,EWS,128,790,61,979,9195,2097,388,Yes,IFS
2024,UPSC262261,Candidate_5283,Maharashtra,General,108,414,58,580,19997,2870,373,No,None
2016,UPSC608139,Candidate_7532,Tamil Nadu,OBC,86,347,97,530,6084,196,112,No,None
2019,UPSC795245,Candidate_7018,Maharashtra,EWS,182,828,156,1166,10324,3203,202,Yes,IPS
2018,UPSC776936,Candidate_8066,West Bengal,EWS,55,757,227,1039,12045,79,121,Yes,IAS
2024,UPSC845111,Candidate_9587,Delhi,ST,176,584,137,897,18352,3438,376,Yes,None
2016,UPSC245084,Candidate_3215,Maharashtra,OBC,93,381,133,607,6614,2352,181,No,None
2019,UPSC941684,Candidate_2555,Maharashtra,EWS,54,475,242,771,4973,4010,255,Yes,IFS
2022,UPSC406718,Candidate_2733,West Bengal,EWS,126,821,265,1212,6335,3306,139,Yes,None
2015,UPSC232915,Candidate_1259,Karnataka,SC,158,368,180,706,4938,2082,99,Yes,IAS
2015,UPSC940310,Candidate_5472,Delhi,General,81,503,172,756,19517,4832,157,Yes,IPS
2024,UPSC772747,Candidate_7865,West Bengal,General,90,762,111,963,2609,2080,152,Yes,IPS
2023,UPSC541077,Candidate_2853,West Bengal,General,96,665,129,890,8343,1008,104,Yes,None
2023,UPSC672688,Candidate_2291,Karnataka,ST,143,440,154,737,12070,2281,243,Yes,None
2019,UPSC652270,Candidate_5444,Tamil Nadu,EWS,116,766,85,967,9596,4150,283,Yes,IPS
2015,UPSC729413,Candidate_7091,Karnataka,EWS,111,852,238,1201,3410,2807,102,Yes,IPS
2024,UPSC962220,Candidate_1156,Maharashtra,EWS,150,744,62,956,9060,1982,321,Yes,IPS
2015,UPSC616811,Candidate_7994,Karnataka,OBC,57,810,141,1008,15439,838,233,Yes,IRS
2015,UPSC403863,Candidate_3023,Delhi,General,73,445,192,710,4555,3943,459,Yes,IFS
2017,UPSC517300,Candidate_9373,Delhi,ST,167,545,144,856,11212,4535,401,Yes,None
2018,UPSC202693,Candidate_6798,Tamil Nadu,OBC,144,800,155,1099,44,4811,52,Yes,IAS
2022,UPSC681541,Candidate_5659,Uttar Pradesh,SC,122,389,191,702,11784,1095,207,Yes,IAS
2023,UPSC706823,Candidate_6569,Tamil Nadu,SC,161,771,105,1037,7081,2050,96,Yes,IPS
2023,UPSC417350,Candidate_2693,Maharashtra,ST,84,585,255,924,17280,3565,401,Yes,IPS
2016,UPSC786512,Candidate_6048,Delhi,General,146,803,173,1122,19721,2999,444,Yes,IFS
2022,UPSC441543,Candidate_9821,Maharashtra,General,144,483,158,785,11859,4870,276,Yes,IFS
2015,UPSC522919,Candidate_9605,Delhi,General,96,357,225,678,6802,1063,416,No,None
2015,UPSC342118,Candidate_9473,Tamil Nadu,OBC,137,434,119,690,2594,1868,167,No,None
2017,UPSC473058,Candidate_5470,West Bengal,OBC,106,847,103,1056,11105,3821,244,Yes,IPS
2020,UPSC578430,Candidate_3862,Uttar Pradesh,ST,83,396,190,669,1495,3027,124,No,None
2018,UPSC559350,Candidate_3901,Uttar Pradesh,General,69,737,201,1007,14449,3037,109,Yes,IFS
2020,UPSC893349,Candidate_9559,Uttar Pradesh,OBC,131,333,154,618,12959,1847,46,No,None
2018,UPSC734228,Candidate_7681,Karnataka,SC,192,318,176,686,9759,4477,94,No,None
2022,UPSC267548,Candidate_9380,Uttar Pradesh,OBC,102,683,209,994,4112,3702,245,Yes,IPS
2016,UPSC904662,Candidate_6219,West Bengal,OBC,135,414,259,808,10560,3903,462,Yes,IAS
2018,UPSC197232,Candidate_1821,Tamil Nadu,EWS,167,427,166,760,3566,1677,69,Yes,IFS
2024,UPSC402125,Candidate_8012,Delhi,EWS,126,790,128,1044,14233,4907,436,Yes,IRS
2022,UPSC365190,Candidate_1288,Karnataka,ST,168,431,153,752,16742,2338,147,Yes,None
2021,UPSC931683,Candidate_9039,Delhi,ST,118,682,79,879,8836,3869,329,Yes,IPS
2023,UPSC705662,Candidate_4114,Uttar Pradesh,EWS,138,485,248,871,1617,2744,405,Yes,IFS
2017,UPSC640324,Candidate_1920,West Bengal,OBC,156,735,230,1121,1114,3711,295,Yes,None
2019,UPSC756754,Candidate_9475,Karnataka,ST,50,425,117,592,19541,335,440,No,None
2020,UPSC849385,Candidate_5137,Maharashtra,OBC,159,445,209,813,8983,4023,80,Yes,IAS
2023,UPSC345689,Candidate_9424,Maharashtra,SC,105,831,270,1206,5808,414,39,Yes,None
2016,UPSC452439,Candidate_4820,Karnataka,ST,154,812,151,1117,15300,3806,372,Yes,IPS
2015,UPSC248543,Candidate_6192,Tamil Nadu,ST,59,405,153,617,15094,488,409,No,None
2021,UPSC348509,Candidate_6075,Maharashtra,SC,158,449,231,838,7097,2952,301,Yes,IFS
2021,UPSC956655,Candidate_1417,Delhi,SC,143,555,234,932,9772,4995,394,Yes,IFS
2021,UPSC650300,Candidate_7506,Maharashtra,SC,122,517,176,815,8856,1611,429,Yes,IRS
2021,UPSC450634,Candidate_4862,West Bengal,ST,183,591,126,900,11983,758,189,Yes,IRS
2017,UPSC709217,Candidate_1861,Tamil Nadu,EWS,120,836,229,1185,5704,4080,457,Yes,IFS
2018,UPSC584386,Candidate_4646,Uttar Pradesh,General,85,616,134,835,7215,2770,115,Yes,IRS
2018,UPSC396578,Candidate_6964,Uttar Pradesh,SC,117,786,222,1125,12850,430,46,Yes,None
2020,UPSC495780,Candidate_3536,West Bengal,EWS,68,497,147,712,15182,767,347,Yes,IPS
2023,UPSC201306,Candidate_5024,West Bengal,EWS,178,838,177,1193,3629,4411,141,Yes,None
2017,UPSC338563,Candidate_1167,West Bengal,ST,53,830,57,940,17893,3145,43,Yes,IFS
2015,UPSC119123,Candidate_8562,Tamil Nadu,ST,110,865,237,1212,10619,1318,353,Yes,IRS
2024,UPSC811913,Candidate_8303,West Bengal,General,64,501,59,624,17055,4066,338,No,None
2023,UPSC759624,Candidate_1600,Uttar Pradesh,ST,192,629,167,988,1600,2069,194,Yes,IRS
2017,UPSC986366,Candidate_1230,Karnataka,ST,51,590,152,793,344,2835,18,Yes,IRS
2017,UPSC456348,Candidate_9505,Maharashtra,SC,193,564,216,973,13052,179,338,Yes,IPS
2015,UPSC715465,Candidate_8019,Uttar Pradesh,EWS,71,710,101,882,11426,3128,497,Yes,IFS
2017,UPSC835323,Candidate_4412,Uttar Pradesh,SC,148,326,213,687,11335,254,297,No,None
2015,UPSC442086,Candidate_1958,West Bengal,ST,152,900,234,1286,1857,1324,162,Yes,None
2016,UPSC249596,Candidate_6707,West Bengal,SC,137,480,65,682,13389,2119,135,No,None
2015,UPSC541484,Candidate_4424,Delhi,OBC,73,408,226,707,17756,1691,2,Yes,IFS
2017,UPSC291994,Candidate_9105,Delhi,EWS,150,746,70,966,10178,509,317,Yes,IFS
2016,UPSC421870,Candidate_3846,Karnataka,ST,194,647,229,1070,6461,2422,487,Yes,IRS
2021,UPSC846057,Candidate_4606,Delhi,General,91,621,220,932,5736,3801,436,Yes,None
2016,UPSC778634,Candidate_6146,Delhi,OBC,132,560,89,781,9726,560,221,Yes,None
2019,UPSC971890,Candidate_1682,West Bengal,OBC,164,441,153,758,453,937,415,Yes,IAS
2020,UPSC750468,Candidate_6189,West Bengal,General,146,809,251,1206,6039,4682,24,Yes,IFS
2022,UPSC634416,Candidate_5818,West Bengal,SC,137,830,103,1070,10537,4988,435,Yes,None
2017,UPSC353505,Candidate_7859,Tamil Nadu,General,157,603,252,1012,717,86,257,Yes,IFS
2022,UPSC943987,Candidate_1964,Uttar Pradesh,OBC,135,791,215,1141,12499,4082,74,Yes,IFS
2019,UPSC268754,Candidate_3897,Maharashtra,EWS,190,713,61,964,11244,2510,448,Yes,IFS
2018,UPSC599562,Candidate_7535,Karnataka,SC,81,708,54,843,6702,424,244,Yes,IRS
2021,UPSC868784,Candidate_6461,Karnataka,ST,179,759,145,1083,11349,911,219,Yes,IRS
2019,UPSC609336,Candidate_5112,Maharashtra,ST,174,449,71,694,5188,4793,164,No,None
2024,UPSC742589,Candidate_7137,Karnataka,EWS,52,583,58,693,152,1739,50,No,None
2018,UPSC515407,Candidate_7948,West Bengal,ST,117,465,183,765,8984,3581,188,Yes,IRS
2023,UPSC232842,Candidate_1619,Maharashtra,EWS,196,440,203,839,18010,1639,157,Yes,None
2020,UPSC489656,Candidate_1621,Maharashtra,ST,145,606,206,957,6920,4357,32,Yes,IAS
2017,UPSC475846,Candidate_5050,Tamil Nadu,OBC,165,634,248,1047,8050,3520,273,Yes,IPS
2023,UPSC524532,Candidate_1290,Maharashtra,OBC,99,857,247,1203,9291,3157,283,Yes,IRS
2015,UPSC363174,Candidate_3349,West Bengal,EWS,192,832,183,1207,15533,2009,38,Yes,IAS
2020,UPSC737978,Candidate_2450,West Bengal,OBC,169,862,85,1116,15329,3990,198,Yes,IRS
2016,UPSC214057,Candidate_7325,Tamil Nadu,SC,170,429,153,752,6199,3427,208,Yes,IFS
2021,UPSC640480,Candidate_6121,Uttar Pradesh,EWS,184,770,236,1190,15910,2637,286,Yes,None
2016,UPSC916492,Candidate_2980,Tamil Nadu,SC,68,442,255,765,6986,1677,164,Yes,IPS
2024,UPSC713212,Candidate_4312,Delhi,ST,183,635,115,933,12057,557,195,Yes,IRS
2019,UPSC250329,Candidate_1742,West Bengal,EWS,129,325,139,593,5843,109,334,No,None
2021,UPSC617309,Candidate_2909,Maharashtra,OBC,69,860,272,1201,795,997,495,Yes,IAS
2019,UPSC215094,Candidate_9719,Karnataka,EWS,68,413,116,597,2261,3763,331,No,None
2017,UPSC680962,Candidate_8119,Delhi,EWS,121,536,59,716,18675,1811,234,Yes,IPS
2017,UPSC137595,Candidate_8411,Delhi,ST,102,762,245,1109,15101,4552,363,Yes,IRS
2021,UPSC833658,Candidate_4157,Delhi,OBC,177,725,73,975,1714,4972,1,Yes,IFS
2021,UPSC907652,Candidate_5917,Tamil Nadu,ST,189,418,258,865,11376,1199,111,Yes,IAS
2020,UPSC677413,Candidate_1306,Maharashtra,General,162,625,273,1060,12775,4621,228,Yes,IAS
2016,UPSC637699,Candidate_9117,Uttar Pradesh,OBC,120,725,198,1043,19750,2530,318,Yes,None
2018,UPSC907847,Candidate_8337,Karnataka,General,79,643,150,872,14770,4454,297,Yes,IPS
2018,UPSC411458,Candidate_4840,Maharashtra,General,74,542,56,672,5415,4602,148,No,None
2024,UPSC215927,Candidate_7774,Delhi,EWS,84,384,165,633,2532,4161,240,No,None
2023,UPSC595519,Candidate_3065,Uttar Pradesh,SC,181,756,258,1195,10047,3636,164,Yes,None
2016,UPSC956958,Candidate_2180,Tamil Nadu,SC,91,878,222,1191,10506,4006,182,Yes,None
2021,UPSC851366,Candidate_2154,Maharashtra,SC,81,520,159,760,16073,885,105,Yes,IFS
2015,UPSC889809,Candidate_4814,Uttar Pradesh,OBC,139,308,55,502,9579,2040,28,No,None
2020,UPSC512702,Candidate_7034,Karnataka,ST,172,570,113,855,18637,511,454,Yes,IAS
2021,UPSC675546,Candidate_1445,West Bengal,OBC,135,396,193,724,13945,3640,115,Yes,IRS
2018,UPSC847544,Candidate_8514,Maharashtra,SC,128,357,202,687,14924,3376,113,No,None
2015,UPSC494719,Candidate_7592,Karnataka,General,128,413,227,768,5726,3655,390,Yes,IRS
2023,UPSC790971,Candidate_6408,Delhi,ST,169,413,58,640,19259,2482,277,No,None
2016,UPSC490319,Candidate_2669,West Bengal,OBC,185,718,121,1024,16919,2507,293,Yes,IAS
2017,UPSC816791,Candidate_2398,Tamil Nadu,ST,91,816,69,976,16138,3516,446,Yes,IRS
2024,UPSC163346,Candidate_5619,Maharashtra,EWS,69,462,182,713,3919,90,270,Yes,IRS
2022,UPSC309649,Candidate_5611,Uttar Pradesh,ST,145,402,248,795,11008,1802,460,Yes,IFS
2016,UPSC465106,Candidate_9650,Karnataka,OBC,76,584,187,847,259,60,116,Yes,None
2018,UPSC656797,Candidate_1923,Karnataka,OBC,171,381,95,647,9618,643,20,No,None
2015,UPSC226311,Candidate_9625,Uttar Pradesh,SC,97,488,75,660,3417,3601,345,No,None
2023,UPSC499718,Candidate_6590,Uttar Pradesh,OBC,102,627,125,854,12896,644,129,Yes,IFS
2016,UPSC251573,Candidate_9122,Delhi,SC,146,684,133,963,3461,461,269,Yes,IPS
2023,UPSC528965,Candidate_9728,Delhi,SC,133,773,146,1052,17391,1571,104,Yes,None
2021,UPSC929455,Candidate_9199,Delhi,SC,79,891,151,1121,19539,4491,24,Yes,IAS
2023,UPSC352300,Candidate_1754,Uttar Pradesh,General,182,727,69,978,9284,2882,2,Yes,IFS
2020,UPSC901184,Candidate_9144,Maharashtra,EWS,134,519,153,806,17636,2099,106,Yes,IAS
2017,UPSC527780,Candidate_5196,Tamil Nadu,ST,194,812,229,1235,16798,327,234,Yes,IFS
2016,UPSC119731,Candidate_9466,Maharashtra,ST,72,809,53,934,5220,2698,385,Yes,IFS
2020,UPSC929157,Candidate_4482,West Bengal,ST,148,325,248,721,16725,1404,131,Yes,IFS
2015,UPSC921283,Candidate_7428,Tamil Nadu,ST,165,630,156,951,8225,3338,101,Yes,IPS
2017,UPSC532824,Candidate_7580,Delhi,ST,129,427,196,752,4827,1153,488,Yes,IFS
2020,UPSC958003,Candidate_3404,West Bengal,EWS,152,414,75,641,506,4659,418,No,None
2017,UPSC109324,Candidate_4501,Karnataka,OBC,81,583,67,731,12076,760,483,Yes,None
2019,UPSC370065,Candidate_1172,Tamil Nadu,General,116,319,256,691,10408,2893,265,No,None
2023,UPSC556286,Candidate_4206,Maharashtra,SC,131,411,130,672,16940,1,307,No,None
2021,UPSC713138,Candidate_3236,Tamil Nadu,EWS,148,816,73,1037,3452,2299,458,Yes,IRS
2022,UPSC390316,Candidate_5373,Maharashtra,General,183,471,259,913,534,4428,463,Yes,IPS
2018,UPSC417588,Candidate_5140,West Bengal,EWS,94,550,194,838,2234,1247,321,Yes,IRS
2015,UPSC102310,Candidate_2061,West Bengal,SC,111,326,217,654,5025,4834,136,No,None
2023,UPSC300102,Candidate_8283,Tamil Nadu,ST,162,751,91,1004,12298,1947,146,Yes,None
2017,UPSC132125,Candidate_3793,Karnataka,EWS,166,486,153,805,4942,85,493,Yes,IPS
2016,UPSC917803,Candidate_7508,Maharashtra,SC,69,762,70,901,5029,1022,332,Yes,IFS
2017,UPSC246247,Candidate_2996,Tamil Nadu,General,88,497,255,840,10369,3479,325,Yes,IPS
2018,UPSC212852,Candidate_4331,West Bengal,OBC,119,655,233,1007,8957,3882,92,Yes,IPS
2018,UPSC115335,Candidate_5677,Tamil Nadu,SC,173,377,196,746,3196,4060,256,Yes,IAS
2017,UPSC709787,Candidate_2904,Maharashtra,SC,146,704,99,949,3081,592,243,Yes,IPS
2021,UPSC719382,Candidate_8279,Tamil Nadu,ST,126,460,205,791,11788,148,106,Yes,None
2018,UPSC803397,Candidate_7970,West Bengal,EWS,52,373,233,658,8900,3105,126,No,None
2020,UPSC250659,Candidate_5781,Delhi,ST,84,710,166,960,7814,2088,82,Yes,IPS
2019,UPSC575547,Candidate_2640,West Bengal,SC,150,374,198,722,3117,186,265,Yes,IAS
2015,UPSC143987,Candidate_1292,Delhi,ST,108,404,158,670,15187,2373,108,No,None
2016,UPSC516947,Candidate_9396,Tamil Nadu,EWS,75,845,50,970,3254,1052,58,Yes,IFS
2016,UPSC922877,Candidate_9041,Tamil Nadu,General,73,673,151,897,2516,3542,181,Yes,IFS
2019,UPSC316562,Candidate_2713,Delhi,EWS,108,388,66,562,73,2325,56,No,None
2024,UPSC779958,Candidate_1751,Uttar Pradesh,General,56,762,211,1029,5596,4051,300,Yes,IFS
2021,UPSC545395,Candidate_3843,Karnataka,OBC,170,321,129,620,18188,4019,346,No,None
2015,UPSC596368,Candidate_5999,Tamil Nadu,OBC,92,422,51,565,6195,59,467,No,None
2019,UPSC253725,Candidate_6886,West Bengal,OBC,187,625,214,1026,7750,97,450,Yes,IRS
2017,UPSC447182,Candidate_9419,Delhi,ST,169,623,212,1004,16898,1399,27,Yes,IPS
2015,UPSC111186,Candidate_8449,Uttar Pradesh,EWS,150,444,274,868,19599,3556,412,Yes,IPS
2023,UPSC258581,Candidate_1439,West Bengal,EWS,181,734,147,1062,9387,1813,436,Yes,IFS
2022,UPSC121932,Candidate_1769,West Bengal,OBC,130,895,235,1260,12513,1758,418,Yes,IFS
2015,UPSC577333,Candidate_3707,Tamil Nadu,ST,56,392,160,608,18731,4941,127,No,None
2020,UPSC738986,Candidate_2983,Uttar Pradesh,General,197,789,253,1239,9159,1002,288,Yes,IPS
2016,UPSC136954,Candidate_8104,Karnataka,SC,117,395,103,615,19441,2084,406,No,None
2022,UPSC864392,Candidate_2588,Maharashtra,General,95,629,113,837,1365,3889,452,Yes,None
2024,UPSC125444,Candidate_5707,Tamil Nadu,SC,157,393,135,685,10865,455,275,No,None
2019,UPSC858373,Candidate_6971,Tamil Nadu,OBC,58,900,266,1224,10762,1126,428,Yes,IAS
2015,UPSC364592,Candidate_2347,Maharashtra,SC,139,479,231,849,7842,2164,190,Yes,IPS
2023,UPSC465905,Candidate_3962,West Bengal,OBC,53,561,61,675,1159,1183,137,No,None
2023,UPSC988434,Candidate_2652,Uttar Pradesh,SC,160,305,192,657,10176,2159,90,No,None
2018,UPSC168940,Candidate_2698,Delhi,EWS,82,792,101,975,13441,1449,109,Yes,IPS
2023,UPSC772623,Candidate_3983,Uttar Pradesh,SC,100,493,275,868,2720,3315,315,Yes,IPS
2022,UPSC917047,Candidate_7796,Delhi,ST,102,366,105,573,5668,4182,312,No,None
2023,UPSC798253,Candidate_3528,Tamil Nadu,EWS,130,488,72,690,14691,1926,188,No,None
2022,UPSC805408,Candidate_6116,Uttar Pradesh,ST,56,312,153,521,4103,1150,165,No,None
2015,UPSC156016,Candidate_6310,Uttar Pradesh,SC,150,370,273,793,12786,1385,272,Yes,IPS
2016,UPSC217905,Candidate_9775,Delhi,General,164,882,78,1124,10887,577,99,Yes,IAS
2019,UPSC456450,Candidate_1345,Tamil Nadu,General,56,457,177,690,17391,4764,351,No,None
2017,UPSC666674,Candidate_7300,Karnataka,General,120,864,244,1228,5460,1123,38,Yes,IFS
2021,UPSC887900,Candidate_4182,Delhi,SC,174,691,87,952,10818,2144,53,Yes,IAS
2020,UPSC251821,Candidate_5574,West Bengal,SC,88,464,70,622,3457,2725,191,No,None
2024,UPSC883678,Candidate_6979,Delhi,EWS,148,725,152,1025,18861,4622,181,Yes,IRS
2023,UPSC359918,Candidate_5987,Karnataka,EWS,74,531,140,745,13325,2854,10,Yes,IFS
2018,UPSC178342,Candidate_6216,Karnataka,General,132,659,195,986,1502,1134,80,Yes,IRS
2016,UPSC570533,Candidate_8143,Delhi,General,101,663,106,870,13016,1021,190,Yes,IAS
2021,UPSC605231,Candidate_5961,Delhi,OBC,99,464,209,772,2181,1024,499,Yes,IAS
2015,UPSC880856,Candidate_1292,Delhi,SC,107,880,220,1207,10283,4613,362,Yes,IRS
2022,UPSC108231,Candidate_6949,Uttar Pradesh,EWS,67,505,271,843,12329,3125,238,Yes,IFS
2016,UPSC864246,Candidate_4966,Maharashtra,SC,65,568,201,834,760,1181,121,Yes,None
2015,UPSC990464,Candidate_8552,Uttar Pradesh,SC,74,863,191,1128,7187,2330,500,Yes,IAS
2021,UPSC783225,Candidate_3668,Maharashtra,EWS,81,772,57,910,11577,3426,434,Yes,IFS
2017,UPSC309915,Candidate_4048,Tamil Nadu,ST,200,504,210,914,17651,545,95,Yes,IRS
2020,UPSC380178,Candidate_2738,Maharashtra,SC,99,714,271,1084,4678,2211,455,Yes,IAS
2021,UPSC721775,Candidate_2718,Tamil Nadu,OBC,71,607,104,782,4317,4396,125,Yes,IFS
2019,UPSC753374,Candidate_8787,Tamil Nadu,ST,189,633,270,1092,6565,3912,496,Yes,IAS
2022,UPSC605256,Candidate_6600,Karnataka,SC,141,822,150,1113,3207,2005,17,Yes,IFS
2021,UPSC155942,Candidate_5099,Tamil Nadu,ST,56,438,50,544,5793,1411,435,No,None
2017,UPSC992222,Candidate_5969,Maharashtra,SC,167,349,250,766,15874,1792,436,Yes,IAS
2023,UPSC940435,Candidate_2298,Uttar Pradesh,OBC,197,447,243,887,10382,4293,396,Yes,IRS
2016,UPSC760827,Candidate_2841,Tamil Nadu,OBC,72,303,196,571,1700,1922,340,No,None
2018,UPSC122739,Candidate_7610,Tamil Nadu,EWS,170,803,186,1159,6466,4549,191,Yes,IRS
2019,UPSC950956,Candidate_5417,Karnataka,SC,170,803,268,1241,11829,1915,360,Yes,IPS
2019,UPSC569052,Candidate_5821,Karnataka,OBC,88,507,90,685,3764,4714,462,No,None
2022,UPSC324923,Candidate_9724,Karnataka,General,115,408,266,789,17982,2985,349,Yes,None
2021,UPSC832192,Candidate_9538,West Bengal,EWS,88,671,52,811,19605,705,168,Yes,None
2018,UPSC966869,Candidate_9232,Delhi,EWS,153,482,63,698,7626,2752,148,No,None
2023,UPSC665405,Candidate_2098,Maharashtra,General,79,451,119,649,2867,3878,76,No,None
2020,UPSC517727,Candidate_6760,Tamil Nadu,OBC,173,877,134,1184,14864,4108,197,Yes,IAS
2021,UPSC499033,Candidate_3454,Tamil Nadu,EWS,93,823,89,1005,10761,2534,226,Yes,None
2022,UPSC894263,Candidate_6930,Uttar Pradesh,OBC,110,647,134,891,19024,316,135,Yes,IRS
2020,UPSC957873,Candidate_8069,West Bengal,OBC,91,320,83,494,6758,46,197,No,None
2015,UPSC730979,Candidate_4268,Delhi,ST,192,476,224,892,18578,893,228,Yes,None
2016,UPSC448613,Candidate_7896,Uttar Pradesh,ST,184,335,51,570,4940,3649,153,No,None
2024,UPSC612262,Candidate_2892,Tamil Nadu,General,161,400,202,763,11568,4629,95,Yes,IPS
2016,UPSC805580,Candidate_9834,Maharashtra,EWS,108,384,251,743,2808,838,125,Yes,IPS
2017,UPSC785297,Candidate_4794,West Bengal,General,177,544,113,834,15446,4479,483,Yes,IRS
2021,UPSC455651,Candidate_2434,Maharashtra,ST,102,300,187,589,5806,3927,407,No,None
2024,UPSC603667,Candidate_1947,West Bengal,OBC,89,890,52,1031,13440,4127,46,Yes,IRS
2024,UPSC510620,Candidate_3580,Uttar Pradesh,SC,167,319,237,723,3163,97,359,Yes,IPS
2015,UPSC180070,Candidate_5482,Uttar Pradesh,SC,163,608,146,917,11066,2175,387,Yes,IPS
2023,UPSC630308,Candidate_6262,Delhi,General,160,795,132,1087,12103,4544,247,Yes,IFS
2020,UPSC585939,Candidate_1891,Maharashtra,SC,119,761,199,1079,8277,3700,246,Yes,IFS
2022,UPSC705070,Candidate_1503,Delhi,SC,126,635,268,1029,16128,304,500,Yes,IFS
2021,UPSC667617,Candidate_3189,Delhi,General,78,857,250,1185,5757,3461,293,Yes,None
2016,UPSC632511,Candidate_6080,Uttar Pradesh,OBC,182,861,83,1126,16094,793,279,Yes,IPS
2017,UPSC251428,Candidate_9825,Karnataka,ST,75,429,182,686,10899,4726,479,No,None
2015,UPSC239873,Candidate_5670,Tamil Nadu,SC,187,568,197,952,118,1824,456,Yes,IFS
2015,UPSC793894,Candidate_2014,Uttar Pradesh,EWS,142,561,132,835,17371,4769,482,Yes,None
2020,UPSC896827,Candidate_7572,Tamil Nadu,SC,197,566,243,1006,19622,38,280,Yes,None
2024,UPSC157817,Candidate_4975,West Bengal,General,85,400,178,663,9022,484,376,No,None
2017,UPSC317832,Candidate_8865,Tamil Nadu,OBC,133,728,115,976,1240,903,364,Yes,IPS
2017,UPSC243021,Candidate_1475,Maharashtra,SC,178,485,164,827,16533,4802,386,Yes,None
2022,UPSC808912,Candidate_1177,Tamil Nadu,ST,52,798,238,1088,14029,4933,7,Yes,IFS
2023,UPSC773293,Candidate_4056,Delhi,SC,192,389,129,710,16640,1417,140,Yes,IPS
2018,UPSC342386,Candidate_6553,Karnataka,ST,82,717,263,1062,19896,1933,135,Yes,IRS
2018,UPSC663615,Candidate_1240,Delhi,ST,119,759,135,1013,18792,2025,391,Yes,IPS
2024,UPSC443025,Candidate_7532,Maharashtra,ST,180,623,70,873,10739,1837,195,Yes,IAS
2021,UPSC990310,Candidate_7523,Tamil Nadu,ST,102,420,144,666,8051,327,407,No,None
2019,UPSC641930,Candidate_6945,West Bengal,General,195,757,52,1004,2083,994,46,Yes,None
2015,UPSC183398,Candidate_2840,Uttar Pradesh,General,173,548,217,938,10831,3314,282,Yes,IFS
2019,UPSC592312,Candidate_3454,Maharashtra,General,171,863,273,1307,14757,1438,18,Yes,IRS
2019,UPSC314310,Candidate_4876,Tamil Nadu,General,175,867,234,1276,14002,1650,245,Yes,IPS
2021,UPSC635300,Candidate_2083,West Bengal,ST,90,464,197,751,2607,4686,91,Yes,IRS
2015,UPSC103491,Candidate_3927,West Bengal,ST,52,686,76,814,14444,2726,79,Yes,None
2017,UPSC124388,Candidate_5886,Delhi,EWS,61,841,90,992,8586,3052,264,Yes,IFS
2020,UPSC889123,Candidate_1887,Karnataka,ST,193,669,162,1024,8508,3499,131,Yes,IAS
2018,UPSC144691,Candidate_2129,Karnataka,SC,64,686,157,907,4756,4408,497,Yes,IFS
2021,UPSC918764,Candidate_8800,Maharashtra,EWS,169,746,202,1117,152,1491,448,Yes,IPS
2018,UPSC884201,Candidate_7304,Karnataka,General,121,556,271,948,7107,1893,380,Yes,None
2021,UPSC172341,Candidate_9127,Tamil Nadu,OBC,171,503,265,939,13363,3033,101,Yes,IRS
2017,UPSC455184,Candidate_3156,West Bengal,SC,110,308,113,531,674,4750,355,No,None
2017,UPSC551978,Candidate_5110,Maharashtra,EWS,199,312,89,600,5474,4490,68,No,None
2017,UPSC706131,Candidate_4650,Delhi,General,75,409,175,659,13764,1398,164,No,None
